"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000087","Siwusha","100000088","10591","03/29/2018, 00:00:00","12603.29","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000087 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2012.29","08/31/2018, 00:00:00","EUR"
"300000088","Compostela","100000064","5192","03/30/2018, 00:00:00","6178.48","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000088 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","986.48","02/12/2020, 00:00:00","EUR"
"300000089","Russian Electronic Trading Company","100000066","6043","03/31/2018, 00:00:00","7191.17","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000089 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1148.17","11/28/2028, 00:00:00","EUR"
"300000090","Developement Para O Governo","100000073","16245","04/01/2018, 00:00:00","19331.55","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000090 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","3086.55","04/27/2020, 00:00:00","EUR"
"300000091","Vente Et Réparation de Ordinateur","100000072","2771","04/02/2018, 00:00:00","3297.49","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000091 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","04/29/2021, 00:00:00","EUR"
"300000092","Telecomunicaciones Star","100000055","1229.9","04/03/2018, 00:00:00","1463.58","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000092 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1107</td>'); document.write('</tr>'); document.write('</table>'); </script>","233.68","05/18/2029, 00:00:00","EUR"
"300000093","TECUM","100000051","6631.99","04/04/2018, 00:00:00","7892.07","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000093 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1260.08","06/17/2025, 00:00:00","EUR"
"300000094","Angeré","100000078","4298.97","04/05/2018, 00:00:00","5115.77","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000094 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","816.8","11/08/2029, 00:00:00","EUR"
"300000095","Japan Insurance Partner","100000080","438","04/06/2018, 00:00:00","521.22","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000095 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","83.22","10/19/2023, 00:00:00","EUR"
"300000096","Vente Et Réparation de Ordinateur","100000072","2771","04/07/2018, 00:00:00","3297.49","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000096 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","01/09/2021, 00:00:00","EUR"
"300000097","Danish Fish Trading Company","100000089","6534","04/08/2018, 00:00:00","7775.46","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000097 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","1241.46","03/24/2020, 00:00:00","EUR"
"300000098","Baleda","100000077","4398.99","04/09/2018, 00:00:00","5234.8","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000098 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","835.81","07/05/2023, 00:00:00","EUR"
"300000099","Danish Fish Trading Company","100000089","20422","04/10/2018, 00:00:00","24302.18","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000099 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","3880.18","11/25/2019, 00:00:00","EUR"
"300000100","Pear Computing Services","100000056","4208.2","04/11/2018, 00:00:00","5007.75","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000100 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","799.55","01/27/2024, 00:00:00","EUR"
"300000101","Robert Brown Entertainment","100000061","3070","04/12/2018, 00:00:00","3653.3","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000101 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","583.3","01/13/2023, 00:00:00","EUR"
"300000102","Pear Computing Services","100000056","3423.6","04/13/2018, 00:00:00","4074.08","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000102 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","650.48","01/11/2020, 00:00:00","EUR"
"300000103","Jologa","100000076","3947","05/15/2023, 00:00:00","4696.93","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000103 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","749.93","05/15/2023, 00:00:00","EUR"
"300000104","TECUM","100000051","7150.96","04/15/2018, 00:00:00","8509.64","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000104 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1358.68","06/26/2021, 00:00:00","EUR"
"300000105","New Line Design","100000058","5409","04/16/2018, 00:00:00","6436.71","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000105 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1027.71","04/30/2023, 00:00:00","EUR"
"300000106","C.R.T.U.","100000075","2473","04/17/2018, 00:00:00","2942.87","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000106 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","469.87","05/04/2026, 00:00:00","EUR"
"300000107","Baleda","100000077","7150.98","04/18/2018, 00:00:00","8509.67","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000107 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1358.69","10/06/2019, 00:00:00","EUR"
"300000108","Compostela","100000064","5087","04/19/2018, 00:00:00","6053.53","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000108 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","966.53","07/11/2028, 00:00:00","EUR"
"300000109","South American IT Company","100000087","936","04/20/2018, 00:00:00","1113.84","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000109 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","177.84","04/07/2021, 00:00:00","EUR"
"300000110","PC Gym Tec","100000079","554.95","05/15/2023, 00:00:00","660.4","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000110 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","105.45","05/15/2023, 00:00:00","EUR"
"300000111","New Line Design","100000058","3930","04/22/2018, 00:00:00","4676.7","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000111 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","746.7","06/20/2023, 00:00:00","EUR"
"300000112","Angeré","100000078","6530.93","05/15/2023, 00:00:00","7771.81","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000112 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1240.88","05/15/2023, 00:00:00","EUR"
"300000113","DelBont Industries","100000048","9929.55","04/24/2018, 00:00:00","11816.17","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000113 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1886.62","03/03/2027, 00:00:00","EUR"
"300000114","Siwusha","100000088","3801","04/25/2018, 00:00:00","4523.19","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000114 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","722.19","01/15/2026, 00:00:00","EUR"
"300000115","Brazil Technologies","100000074","8349","04/26/2018, 00:00:00","9935.31","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000115 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1586.31","09/16/2022, 00:00:00","EUR"
"300000116","Laurent","100000053","3347","04/27/2018, 00:00:00","3982.93","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000116 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","635.93","05/14/2027, 00:00:00","EUR"
"300000117","Quimica Madrilenos","100000068","2739","04/28/2018, 00:00:00","3259.41","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000117 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","520.41","03/09/2029, 00:00:00","EUR"
"300000118","C.R.T.U.","100000075","3571","05/15/2023, 00:00:00","4249.49","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000118 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","678.49","05/15/2023, 00:00:00","EUR"
"300000119","Russian Electronic Trading Company","100000066","6336","04/30/2018, 00:00:00","7539.84","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000119 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1203.84","11/12/2027, 00:00:00","EUR"
"300000120","Laurent","100000053","9669","05/01/2018, 00:00:00","11506.11","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000120 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1837.11","09/12/2027, 00:00:00","EUR"
"300000121","Russian Electronic Trading Company","100000066","3153","05/02/2018, 00:00:00","3752.07","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000121 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","599.07","03/19/2029, 00:00:00","EUR"
"300000122","Russian Electronic Trading Company","100000066","462","05/15/2023, 00:00:00","549.78","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000122 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","87.78","05/15/2023, 00:00:00","EUR"
"300000123","Alpine Systems","100000057","1969.7","05/04/2018, 00:00:00","2343.94","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000123 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","374.24","04/30/2027, 00:00:00","EUR"
"300000124","Becker Berlin","100000047","5292.92","05/05/2018, 00:00:00","6298.57","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000124 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1005.65","06/18/2028, 00:00:00","EUR"
"300000125","PicoBit","100000083","2950.2","05/06/2018, 00:00:00","3510.75","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000125 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","560.55","10/19/2024, 00:00:00","EUR"
"300000126","Meliva","100000063","9864","05/15/2023, 00:00:00","11738.16","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000126 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1874.16","05/15/2023, 00:00:00","EUR"
"300000127","Developement Para O Governo","100000073","11142","05/08/2018, 00:00:00","13258.98","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000127 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2116.98","05/21/2021, 00:00:00","EUR"
"300000128","Asia High tech","100000052","13917","05/09/2018, 00:00:00","16561.23","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000128 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","2644.23","11/15/2021, 00:00:00","EUR"
"300000129","Compostela","100000064","2876","05/10/2018, 00:00:00","3422.44","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000129 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","546.44","10/14/2024, 00:00:00","EUR"
"300000130","Brazil Technologies","100000074","7349","05/11/2018, 00:00:00","8745.31","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000130 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","07/08/2018, 00:00:00","EUR"
"300000131","DelBont Industries","100000048","5009.69","05/12/2018, 00:00:00","5961.53","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000131 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","951.84","11/27/2028, 00:00:00","EUR"
"300000132","Asia High tech","100000052","26403","05/13/2018, 00:00:00","31419.57","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000132 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","5016.57","06/29/2019, 00:00:00","EUR"
"300000133","Meliva","100000063","6261","05/14/2018, 00:00:00","7450.59","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000133 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1189.59","02/21/2018, 00:00:00","EUR"
"300000134","Meliva","100000063","3196","05/15/2018, 00:00:00","3803.24","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000134 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","607.24","11/02/2026, 00:00:00","EUR"
"300000135","Angeré","100000078","5994.96","05/16/2018, 00:00:00","7134.01","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000135 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1139.05","03/26/2029, 00:00:00","EUR"
"300000136","TECUM","100000051","6900.97","05/17/2018, 00:00:00","8212.15","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000136 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1311.18","10/02/2023, 00:00:00","EUR"
"300000137","Pateu","100000065","2737","05/18/2018, 00:00:00","3257.03","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000137 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","520.03","05/03/2018, 00:00:00","EUR"
"300000138","South American IT Company","100000087","2223","05/19/2018, 00:00:00","2645.37","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000138 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","422.37","09/29/2028, 00:00:00","EUR"
